" ","VGCPastes Repository (Champions M-A Featured Teams!)","","","","","","","","","","","","","","","","","","","","","","326","","","","","Total Creator Count: ","243","","","Teams with Rentals: ","169","","","","","Teams included here:
International/Regional: Day 2
Local: Top 4
Special Online Tour: Top Cut","","Ladder: Top 300 Champions Tier (End of season), Top 100 Peak
Online Tour (200+ Players): Top 16
Online Tour (100+ Players): Top 8
Online Tour: Top 4
","","","","","",""
"PC400","Special Online Tour","Nicco3003's Victory Road Champions Arena Top 128 Team","","Nicco3003","","","","Froslassite","","","Scovillainite","","","Sitrus Berry","","","Focus Sash","","","Chople Berry","","","Haban Berry","","https://pokepast.es/589cf116742ac8a1","Yes","Extracted","✔","385V4TDKSF","19 Apr 2026","Victory Road Champions Arena","111th","https://x.com/NiccoVGC/status/2045925885623107641?s=20","-","https://victoryroad.pro/vr-champions-arena/","NiccoVGC","","Froslass-Mega","Scovillain-Mega","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC399","Special Online Tour","miraii1__'s Victory Road Champions Arena Top 128 Team","","miraii1__","","","","Aerodactylite","","","Froslassite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/1c02d2bdcabdd2c4","Yes","Extracted","✔","N49FP5X9AM","19 Apr 2026","Victory Road Champions Arena","116th","https://x.com/miraii1__/status/2045983433050956105?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","https://victoryroad.pro/vr-champions-arena/","miraii1__","","Aerodactyl-Mega","Froslass-Mega","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC988","Online Tour","LenVGC's Autofall Series Champions Qualifier Champion Team","🥇","Alex Soto","","","","Gengarite","","","Passho Berry","","","Sitrus Berry","","","Roseli Berry","","","Kasib Berry","","","Leftovers","","https://pokepast.es/98f5002c6fee5158","Yes","Extracted","✔","R1A6QM5E2D","1 Jun 2026","Autofall Series Champions Qualifier","Champion","https://x.com/lenvgc/status/2061407622188696062?s=46","-","-","lenvgc","","Gengar-Mega","Incineroar","Politoed","Sableye","Sinistcha","Archaludon","","",""
"PC910","Online Tour","ElctroLychee's Spikemuth Showdown #1 Champion Team","🥇","ElctroLychee","","","","Drampanite","","","Lucarionite","","","Sharp Beak","","","Mystic Water","","","Sitrus Berry","","","Focus Sash","","https://pokepast.es/ee36832026781098","Yes","Extracted","✔","H5NCMMSKFG","24 May 2026","Spikemuth Showdown #1","Champion","https://x.com/i/status/2058377895001911331","-","-","i","","Drampa-Mega","Lucario-Mega","Talonflame","Basculegion","Politoed","Meowscarada","","",""
"PC896","Online Tour","punihina1334's Extreme Speed Pokémon Champions #5 Champion Team","🥇","punihina1334","","","","Charizardite Y","","","Mystic Water","","","Focus Sash","","","Colbur Berry","","","Black Glasses","","","Sitrus Berry","","https://pokepast.es/7cef74404be7b4f7","Yes","Extracted","✔","FQMW1X02WU","21 May 2026","Extreme Speed Pokémon Champions #5","Champion","https://x.com/punihina1334/status/2057167125429542957?s=46","-","-","punihina1334","","Charizard","Tauros-Paldea-Aqua","Whimsicott","Farigiraf","Kingambit","Garchomp","","",""
"PC857","Online Tour","PsychoR&R's Sheep Cup 14 Champion Team","🥇","PsychoR&R","","","","Charizardite Y","","","Mystic Water","","","Focus Sash","","","Fairy Feather","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/e460ffbbc49bd836","Yes","Owner's","✔","YMXHPNQ9EB","17 May 2026","Sheep Cup #14","Champion","https://x.com/psyr_r/status/2056026904055185627?s=46","-","-","psyr_r","","Charizard","Basculegion","Glimmora","Whimsicott","Kingambit","Garchomp","","",""
"PC851","Online Tour","mariruri's Kurotama Mountain Cup Runner Up Team","🥈","mariruri","","","","Floettite","","","Charizardite Y","","","Leftovers","","","Sitrus Berry","","","Focus Sash","","","Choice Scarf","","https://pokepast.es/8f088e5a9ecb0344","Yes","Extracted","✔","HEPQFCGMWM","16 May 2026","Kurotama Mountain Cup","Runner Up","https://x.com/mariruripokemo2/status/2055614306776125903?s=46","-","-","mariruripokemo2","","Floette-Eternal-Mega","Charizard","Incineroar","Sinistcha","Aegislash","Garchomp","","",""
"PC850","Online Tour","hiroking's Kurotama Mountain Cup Top 4 Team","🥉","Yuta Hiroki","","","","Charizardite Y","","","Sitrus Berry","","","Mental Herb","","","Chople Berry","","","White Herb","","","Choice Scarf","","https://pokepast.es/74ce119400e92ef2","Yes","Extracted","✔","BDGUX40X4V","16 May 2026","Kurotama Mountain Cup","Top 4","https://x.com/hirokingvgc/status/2055593523664286023?s=46","-","-","hirokingvgc","","Charizard","Basculegion","Aerodactyl","Kingambit","Archaludon","Garchomp","","",""
"PC560","Online Tour","madzisbadz__'s Monotype Tour Champion Team","🥇","madzisbadz__","","","","Froslassite","","","Golurkite","","","Choice Scarf","","","Sitrus Berry","","","Mental Herb","","","Leftovers","","https://pokepast.es/6ce53663f641c308","Yes","Extracted","✔","1PAK2DKR5H","4 May 2026","Monotype Tour","Champion","https://x.com/madzisbadz__/status/2051072131966869643?s=46","-","-","madzisbadz__","","Froslass-Mega","Golurk-Mega","Typhlosion-Hisui","Basculegion","Sinistcha","Aegislash","","",""
"PC559","Online Tour","trickrubyvgc's Monotype Tour Runner Up Team","🥈","trickrubyvgc","","","","Gardevoirite","","","Slowbronite","","","Twisted Spoon","","","Scope Lens","","","Mental Herb","","","Sitrus Berry","","https://pokepast.es/ad696e9d9662c318","Yes","Extracted","X","None","4 May 2026","Monotype Tour","Runner Up","https://x.com/trickrubyvgc/status/2051081095588851769?s=46","-","-","trickrubyvgc","","Gardevoir-Mega","Slowbro-Mega","Armarouge","Gallade","Meowstic","Oranguru","","",""
"PC545","Online Tour","zekrovolt's Advanced Gym Leaders Champions Tournament Champion Team","🥇","zekrovolt","","","","Delphoxite","","","Floettite","","","Leftovers","","","Mental Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/1a253a71a2077747","Yes","Extracted","✔","NXGKEEBM8C","2 May 2026","Advanced Gym Leaders Champions Tournament","Champion","https://x.com/zekrovolt/status/2050408799081529743?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","-","zekrovolt","","Delphox-Mega","Floette-Eternal-Mega","Incineroar","Sneasler","Kingambit","Garchomp","","",""
"PC468","Online Tour","Atmosphere's Champions Challenge #3 Champion Team","🥇","Nathaniel Sitler","","","","Chandelurite","","","Floettite","","","Colbur Berry","","","Choice Scarf","","","Focus Sash","","","White Herb","","https://pokepast.es/cde5a715af3fff84","Yes","Extracted","✔","KT1EA6G7MC","24 Apr 2026","Champions Challenge #3","Champion","https://x.com/atmospherevgc/status/2047904607565709545?s=46","-","-","atmospherevgc","","Chandelure-Mega","Floette-Eternal-Mega","Basculegion","Tsareena","Aerodactyl","Sneasler","","",""
"PC396","Online Tour","Feitosa's Community League Stage 2 Champion Team","🥇","Pedro Feitosa","","","","Floettite","","","Sharp Beak","","","Sitrus Berry","","","White Herb","","","Black Glasses","","","Roseli Berry","","https://pokepast.es/fd62b2862d49c78b","Yes","Extracted","✔","C7WYFNRMCN","19 Apr 2026","Community League Stage 2","Champion","https://x.com/PHSFeitosa/status/2045927791619690919","-","-","PHSFeitosa","","Floette-Eternal-Mega","Talonflame","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC374","Online Tour","Xeno's Content Inferno Champion Team","🥇","Eden Batchelor","","","","Venusaurite","","","Choice Scarf","","","Sitrus Berry","","","Focus Sash","","","Leftovers","","","Haban Berry","","https://pokepast.es/d378e96b903dcff5","Yes","Extracted","✔","2YJ3T4Q0E1","18 Apr 2026","Content Inferno","Champion","https://x.com/xenovgc/status/2045632868798357816?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","-","xenovgc","","Venusaur-Mega","Rotom-Heat","Primarina","Tyranitar","Corviknight","Garchomp","","",""
"PC373","Online Tour","zoryavgc's Content Inferno Runner Up Team","🥈","zoryavgc","","","","Froslassite","","","Focus Sash","","","Mystic Water","","","White Herb","","","Sitrus Berry","","","Black Glasses","","https://pokepast.es/ec54d68d656588ff","Yes","Extracted","✔","T9QRRNT0GT","19 Apr 2026","Content Inferno","Runner Up","https://x.com/zoryavgc/status/2045836441217839211?s=46","-","-","zoryavgc","","Froslass-Mega","Arcanine-Hisui","Palafin","Sneasler","Sinistcha","Kingambit","","",""
"PC370","Online Tour","mayahoppins' Unova Champions League Champion Team","🥇","mayahoppins","","","","Lopunnite","","","Mystic Water","","","Focus Sash","","","Sitrus Berry","","","Chople Berry","","","Magnet","","https://pokepast.es/22d85b73d74b58d2","Yes","Owner's","✔","YV9BTYYHDA","18 Apr 2026","Unova Champions League","Champion","Discord Submission","-","-","Manual Entry","","Lopunny-Mega","Basculegion","Pelipper","Sinistcha","Kingambit","Archaludon","","",""
"PC288","Online Tour","Desu's The Champions Cup Tour Runner Up Team","🥈","Nico Davide Cognetta","","","","Floettite","","","Garchompite","","","Chople Berry","","","Focus Sash","","","Sitrus Berry","","","Leftovers","","https://pokepast.es/15ecb8720046ad31","Yes","Extracted","✔","MGJ3ABHLYA","14 Apr 2026","The Champions Cup Tour","Runner Up","https://x.com/desuvgc/status/2043926724476289339?s=46","-","-","desuvgc","","Floette-Eternal-Mega","Garchomp-Mega","Incineroar","Sneasler","Sinistcha","Corviknight","","",""
"PC286","Online Tour","bigstevejrpg's VGCA Battle #25 Top 4 Team","🥉","bigstevejrpg","","","","Floettite","","","Choice Scarf","","","Leftovers","","","White Herb","","","Black Glasses","","","Focus Sash","","https://pokepast.es/8bf3064b73e520d6","Yes","Extracted","✔","X23V4AWRXD","14 Apr 2026","VGCA Battle #25","4th","https://x.com/bigstevejrpg/status/2043842295615684674?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","-","bigstevejrpg","","Floette-Eternal-Mega","Arcanine-Hisui","Rotom-Wash","Sneasler","Kingambit","Dragapult","","",""
"PC251","Online Tour","punihina1334's Pokemmunity Mx Tour Champion","🥇","punihina1334","","","","Meganiumite","","","Sitrus Berry","","","Focus Sash","","","White Herb","","","Chople Berry","","","Colbur Berry","","https://pokepast.es/bb22c6441ed3116c","Yes","Extracted","✔","SHW8RLBDRU","13 Apr 2026","Pokemmunity Mx Tour","Champion","https://x.com/punihina1334/status/2043590425085198537?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","-","punihina1334","","Meganium-Mega","Rotom-Wash","Excadrill","Sneasler","Tyranitar","Dragapult","","",""
"PC236","Online Tour","DidiVGC's The Champions Cup Tour Top 4 Team","🥉","DidiVGC","","","","Floettite","","","Scizorite","","","Shuca Berry","","","Focus Sash","","","White Herb","","","Sitrus Berry","","https://pokepast.es/1c9d93d9782d68f1","Yes","Extracted","✔","HR92TQXVN6","13 Apr 2026","The Champions Cup Tour","Top 4","https://x.com/DidiVGC/status/2043423312584335567","-","-","DidiVGC","","Floette-Eternal-Mega","Scizor-Mega","Incineroar","Aerodactyl","Sneasler","Sinistcha","","",""
"PC230","Online Tour","ogrevgc's Alpensee Anniversary by codecentric AG Tour Champion Team","🥇","ogrevgc","","","","Floettite","","","Choice Scarf","","","Focus Sash","","","White Herb","","","Chople Berry","","","Black Glasses","","https://pokepast.es/110f1ffe9d58776b","Yes","Extracted","✔","P8D0K3H3T3","13 Apr 2026","Alpensee Anniversary by codecentric AG Tour","Champion","https://x.com/ogrevgc/status/2043401750430830681?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","-","ogrevgc","","Floette-Eternal-Mega","Basculegion","Aerodactyl","Sneasler","Maushold-Four","Kingambit","","",""
"PC178","Online Tour","homura_kurenai_'s Tera Challenge Daily #3 Champion Team","🥇","homura_kurenai_","","","","Delphoxite","","","Floettite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/d4a4030826913c70","Yes","Extracted","✔","YJGBJARH4E","11 Apr 2026","Tera Challenge Daily #3","Champion","https://x.com/homura_kurenai_/status/2042972144607596685?s=20","-","-","homura_kurenai_","","Delphox-Mega","Floette-Eternal-Mega","Aerodactyl","Sneasler","Maushold-Four","Garchomp","","",""
"PC109","Online Tour","sempra's Ninopokebros Pokemon Champions First Tour Top 4 Team","🥉","Abdullah Mohayyuddin","","","","Charizardite Y","","","Kangaskhanite","","","Choice Scarf","","","White Herb","","","Focus Sash","","","Sitrus Berry","","https://pokepast.es/402438f1a58a26e4","Yes","Owner's","✔","QF1BB0GNGR","10 Apr 2026","Ninopokebros Pokemon Champions First Tour","3rd","https://x.com/semprq/status/2042402649379913739?s=46","https://youtu.be/tnXPWMYoQrE?si=5YbS7lVVvneZwHYB","-","semprq","","Charizard-Mega-Y","Kangaskhan-Mega","Basculegion","Sneasler","Whimsicott","Farigiraf","","",""
"PC105","Online Tour","pokefey's Torneo Salida Pokemon Champions Tour Champion Team","🥇","pokefey","","","","Golurkite","","","Shuca Berry","","","Charcoal","","","Focus Sash","","","White Herb","","","Sitrus Berry","","https://pokepast.es/44dace349421e14c","Yes","Extracted","✔","SPMJ8BQ863","10 Apr 2026","-Torneo Salida Pokemon Champions Tour","Champion","https://x.com/pokefey/status/2042357976741142644?s=46","-","-","pokefey","","Golurk-Mega","Incineroar","Torkoal","Venusaur","Sneasler","Farigiraf","","",""
